year,parent_entity,parent_type,total_emissions_MtCO2e
2003,Singareni Collieries,State-owned Entity,67.73712013345468190000
2004,Singareni Collieries,State-owned Entity,70.63436566229604180000
2005,Singareni Collieries,State-owned Entity,72.30708477122431420000
2006,Singareni Collieries,State-owned Entity,75.44643437128535100000
2007,Singareni Collieries,State-owned Entity,81.24292627301692930000
2008,Singareni Collieries,State-owned Entity,89.13031706566569060000
2009,Singareni Collieries,State-owned Entity,100.89337400466092650000
2010,Singareni Collieries,State-owned Entity,102.71015502860102900000
2011,Singareni Collieries,State-owned Entity,104.26482337135595460000
2012,Singareni Collieries,State-owned Entity,106.42575235771276330000
2013,Singareni Collieries,State-owned Entity,100.98341270760439020000
2014,Singareni Collieries,State-owned Entity,105.12519324450605140000
2015,Singareni Collieries,State-owned Entity,120.81193697496233470000
2016,Singareni Collieries,State-owned Entity,122.73276273711491700000
2017,Singareni Collieries,State-owned Entity,124.07333905165341670000
2018,Singareni Collieries,State-owned Entity,128.85539485311149500000
2019,Singareni Collieries,State-owned Entity,128.09506797779218450000
2020,Singareni Collieries,State-owned Entity,101.20350731619805880000
2021,Singareni Collieries,State-owned Entity,130.09592814666173400000
2022,Singareni Collieries,State-owned Entity,134.33775170292424040000
1998,Sinopec,State-owned Entity,48.96677178380274140000
1999,Sinopec,State-owned Entity,102.01410788292235900000
2000,Sinopec,State-owned Entity,104.49081113810032200000
2001,Sinopec,State-owned Entity,119.20161427379732300000
2002,Sinopec,State-owned Entity,120.62307837358686500000
2003,Sinopec,State-owned Entity,121.73438520818232200000
2004,Sinopec,State-owned Entity,124.41327123319730500000
2005,Sinopec,State-owned Entity,127.36163082799528000000
2006,Sinopec,State-owned Entity,132.42385353760916400000
2007,Sinopec,State-owned Entity,136.91037349780362400000
2008,Sinopec,State-owned Entity,153.76422402380050400000
2009,Sinopec,State-owned Entity,152.44257019629964000000
2010,Sinopec,State-owned Entity,162.91242289230022000000
2011,Sinopec,State-owned Entity,165.98824690600921400000
2012,Sinopec,State-owned Entity,256.80544019433716000000
2013,Sinopec,State-owned Entity,292.29549156771395000000
2014,Sinopec,State-owned Entity,302.71672376898684000000
2015,Sinopec,State-owned Entity,308.33464139117905000000
2016,Sinopec,State-owned Entity,288.84140371511607000000
2017,Sinopec,State-owned Entity,184.01637629838543000000
2018,Sinopec,State-owned Entity,186.28864733585856000000
2019,Sinopec,State-owned Entity,189.71374706316011000000
2020,Sinopec,State-owned Entity,189.90809455904317000000
2021,Sinopec,State-owned Entity,198.98975424537459000000
2022,Sinopec,State-owned Entity,203.02263508067967000000
1993,Slovakia,Nation State,4.75022112240810750000
1994,Slovakia,Nation State,4.86673345329322300000
1995,Slovakia,Nation State,5.03413622755344650000
1996,Slovakia,Nation State,5.12788178113917200000
1997,Slovakia,Nation State,5.24305488983020500000
1998,Slovakia,Nation State,5.29126688881715000000
1999,Slovakia,Nation State,5.01940478341854700000
2000,Slovakia,Nation State,4.88548256401036900000
2001,Slovakia,Nation State,4.58549679253604750000
2002,Slovakia,Nation State,4.55871234865441100000
2003,Slovakia,Nation State,4.14757113507130200000
2004,Slovakia,Nation State,3.95338391692944220000
2005,Slovakia,Nation State,3.36278692933937370000
2006,Slovakia,Nation State,2.94762804917401900000
2007,Slovakia,Nation State,2.82709805170665800000
2008,Slovakia,Nation State,3.24493537626017600000
2009,Slovakia,Nation State,3.44581870537244450000
2010,Slovakia,Nation State,3.18467037752649600000
2011,Slovakia,Nation State,3.18199193313833200000
2012,Slovakia,Nation State,3.06949726883546200000
2013,Slovakia,Nation State,3.15118982267445100000
2014,Slovakia,Nation State,2.93021816065095560000
2015,Slovakia,Nation State,2.59675183432458970000
2016,Slovakia,Nation State,2.47354339246906500000
2017,Slovakia,Nation State,2.45613350394600170000
2018,Slovakia,Nation State,2.01151173551084800000
2019,Slovakia,Nation State,1.96196051432982180000
2020,Slovakia,Nation State,1.31377697239423540000
2021,Slovakia,Nation State,1.43832463644384200000
2022,Slovakia,Nation State,1.43832463644384200000
1994,SM Energy,Investor-owned Company,1.29039732895283306000
1995,SM Energy,Investor-owned Company,1.32264323809672025000
1996,SM Energy,Investor-owned Company,1.60734373089518680000
1997,SM Energy,Investor-owned Company,2.14293808077378445000
1998,SM Energy,Investor-owned Company,2.36277334932099710000
1999,SM Energy,Investor-owned Company,2.21377518358004450000
2000,SM Energy,Investor-owned Company,3.75132430552163700000
2001,SM Energy,Investor-owned Company,3.84913980677344980000
2002,SM Energy,Investor-owned Company,3.90434863747267770000
2003,SM Energy,Investor-owned Company,5.43080588624986070000
2004,SM Energy,Investor-owned Company,5.31028153718457230000
2005,SM Energy,Investor-owned Company,6.13986193864483900000
2006,SM Energy,Investor-owned Company,6.54356318734580850000
2007,SM Energy,Investor-owned Company,7.56962229135573500000
2008,SM Energy,Investor-owned Company,8.09142435747744470000
2009,SM Energy,Investor-owned Company,7.69480750503992260000
2010,SM Energy,Investor-owned Company,7.79299760701690400000
2011,SM Energy,Investor-owned Company,11.93672975704353770000
2012,SM Energy,Investor-owned Company,15.32668214185961800000
2013,SM Energy,Investor-owned Company,20.21393806789950340000
2014,SM Energy,Investor-owned Company,22.98864422351497200000
2015,SM Energy,Investor-owned Company,26.73063152650543100000
2016,SM Energy,Investor-owned Company,22.98995756790646600000
2017,SM Energy,Investor-owned Company,18.53618753950804400000
2018,SM Energy,Investor-owned Company,18.16965813190618050000
2019,SM Energy,Investor-owned Company,19.96670176798201870000
2020,SM Energy,Investor-owned Company,19.17774835765959700000
2021,SM Energy,Investor-owned Company,21.18062228116311500000
2022,SM Energy,Investor-owned Company,21.93779284655781240000
1959,Sonangol,State-owned Entity,0.01439588207718939800
1960,Sonangol,State-owned Entity,0.01902170568094001000
1961,Sonangol,State-owned Entity,0.03018748679344148200
1962,Sonangol,State-owned Entity,0.13574399609626790000
1963,Sonangol,State-owned Entity,0.23033411323503036000
1964,Sonangol,State-owned Entity,0.26060135560784686000
1965,Sonangol,State-owned Entity,0.18878145638064994000
1966,Sonangol,State-owned Entity,0.18140406528846145000
1967,Sonangol,State-owned Entity,0.15492521293595793000
1968,Sonangol,State-owned Entity,0.13562436272720538000
1969,Sonangol,State-owned Entity,0.70169010068680893100
1970,Sonangol,State-owned Entity,1.64113760097949156500
1971,Sonangol,State-owned Entity,1.36604293730387964000
1972,Sonangol,State-owned Entity,2.05233313110388775300
1973,Sonangol,State-owned Entity,2.37473849400541006000
1974,Sonangol,State-owned Entity,2.47735515056060410000
1975,Sonangol,State-owned Entity,2.41840467371322866000
1976,Sonangol,State-owned Entity,4.04572939626225681400
1977,Sonangol,State-owned Entity,14.54218177366429247000
1978,Sonangol,State-owned Entity,9.93226143481370638000
1979,Sonangol,State-owned Entity,11.18670903072311224000
1980,Sonangol,State-owned Entity,11.47613405508973510000
1981,Sonangol,State-owned Entity,9.97735778737178980000
1982,Sonangol,State-owned Entity,9.42810666224690913000
1983,Sonangol,State-owned Entity,13.58564942011090380000
1984,Sonangol,State-owned Entity,15.88827572585584780000
1985,Sonangol,State-owned Entity,17.63097796084344120000
1986,Sonangol,State-owned Entity,21.45402610493778450000
1987,Sonangol,State-owned Entity,27.31850139605319500000
1988,Sonangol,State-owned Entity,34.22283473258713570000
1989,Sonangol,State-owned Entity,34.33342508135578090000
1990,Sonangol,State-owned Entity,35.96678602598207590000
1991,Sonangol,State-owned Entity,37.85975120552929230000
1992,Sonangol,State-owned Entity,39.81835362710760850000
1993,Sonangol,State-owned Entity,38.51953346004650300000
1994,Sonangol,State-owned Entity,40.50062903636214420000
1995,Sonangol,State-owned Entity,48.70665542917585300000
1996,Sonangol,State-owned Entity,53.34999339135347900000
1997,Sonangol,State-owned Entity,53.73607044628558250000
1998,Sonangol,State-owned Entity,55.32841876748365880000
1999,Sonangol,State-owned Entity,56.03228514984150700000
2000,Sonangol,State-owned Entity,56.15576450870469450000
2001,Sonangol,State-owned Entity,55.80477757588519190000
2002,Sonangol,State-owned Entity,67.35371883981747560000
2003,Sonangol,State-owned Entity,67.85171746000387200000
2004,Sonangol,State-owned Entity,79.27920800512373580000
2005,Sonangol,State-owned Entity,93.60815970978101200000
2006,Sonangol,State-owned Entity,106.32386169411340800000
2007,Sonangol,State-owned Entity,130.84870183938787920000
2008,Sonangol,State-owned Entity,146.43997210561849800000
2009,Sonangol,State-owned Entity,140.96833578389994340000
2010,Sonangol,State-owned Entity,143.38018476651810720000
2011,Sonangol,State-owned Entity,132.05336003903236700000
2012,Sonangol,State-owned Entity,134.39719365900427130000
2013,Sonangol,State-owned Entity,135.92091844022631080000
2014,Sonangol,State-owned Entity,131.35769862001015550000
2015,Sonangol,State-owned Entity,136.77588070950928830000
2016,Sonangol,State-owned Entity,135.69026870461534480000
2017,Sonangol,State-owned Entity,129.77770726900852900000
2018,Sonangol,State-owned Entity,131.01967416714179600000
2019,Sonangol,State-owned Entity,121.16176780372339000000
2020,Sonangol,State-owned Entity,107.21780766016198500000
2021,Sonangol,State-owned Entity,94.03093971061932500000
2022,Sonangol,State-owned Entity,94.59050612831179000000
1959,Sonatrach,State-owned Entity,0.40695284376099110000
1960,Sonatrach,State-owned Entity,2.69625699414129330000
1961,Sonatrach,State-owned Entity,5.14317847495718720000
1962,Sonatrach,State-owned Entity,6.78029244587240420000
1963,Sonatrach,State-owned Entity,7.90227749075539560000
1964,Sonatrach,State-owned Entity,26.57810016656162520000
1965,Sonatrach,State-owned Entity,29.02024236969955380000
1966,Sonatrach,State-owned Entity,37.84339802639485530000
1967,Sonatrach,State-owned Entity,43.97481530379450800000
1968,Sonatrach,State-owned Entity,50.72301887204506600000
1969,Sonatrach,State-owned Entity,54.82682540105545300000
1970,Sonatrach,State-owned Entity,61.17531632955298570000
1971,Sonatrach,State-owned Entity,49.38264532346310520000
1972,Sonatrach,State-owned Entity,67.25941733110776950000
1973,Sonatrach,State-owned Entity,73.55495344391669710000
1974,Sonatrach,State-owned Entity,71.92057200445651970000
1975,Sonatrach,State-owned Entity,80.18960734075456170000
1976,Sonatrach,State-owned Entity,89.01465070046217330000
1977,Sonatrach,State-owned Entity,96.64903632524266270000
1978,Sonatrach,State-owned Entity,105.36088938975325680000
1979,Sonatrach,State-owned Entity,108.52596809024599540000
1980,Sonatrach,State-owned Entity,104.16305674056634000000
1981,Sonatrach,State-owned Entity,123.05660992443668000000
1982,Sonatrach,State-owned Entity,136.37171827379095000000
1983,Sonatrach,State-owned Entity,162.02782590397451000000
1984,Sonatrach,State-owned Entity,175.79527158716441000000
1985,Sonatrach,State-owned Entity,181.45298360637142000000
1986,Sonatrach,State-owned Entity,185.94821973624850000000
1987,Sonatrach,State-owned Entity,199.26355926556388000000
1988,Sonatrach,State-owned Entity,203.50700974036982000000
1989,Sonatrach,State-owned Entity,272.77210919884979000000
1990,Sonatrach,State-owned Entity,231.75443009556067000000
1991,Sonatrach,State-owned Entity,234.84760933568586000000
1992,Sonatrach,State-owned Entity,246.30441459024152000000
1993,Sonatrach,State-owned Entity,239.85001527142200000000
1994,Sonatrach,State-owned Entity,238.85739261810945000000
1995,Sonatrach,State-owned Entity,244.90013136207362000000
1996,Sonatrach,State-owned Entity,266.32095757685126000000
1997,Sonatrach,State-owned Entity,276.83462932174679000000
1998,Sonatrach,State-owned Entity,270.51478171144030000000
1999,Sonatrach,State-owned Entity,266.49628247621890000000
2000,Sonatrach,State-owned Entity,286.35373815410164000000
2001,Sonatrach,State-owned Entity,282.28620360597610000000
2002,Sonatrach,State-owned Entity,317.11898703030029000000
2003,Sonatrach,State-owned Entity,411.54875712386392000000
2004,Sonatrach,State-owned Entity,392.91490464144255000000
2005,Sonatrach,State-owned Entity,428.54845566881412000000
2006,Sonatrach,State-owned Entity,435.70968280253132000000
2007,Sonatrach,State-owned Entity,438.50273989210387000000
2008,Sonatrach,State-owned Entity,440.24625894911074000000
2009,Sonatrach,State-owned Entity,394.78462378946942000000
2010,Sonatrach,State-owned Entity,399.17571762238087000000
2011,Sonatrach,State-owned Entity,384.70163226254542000000
2012,Sonatrach,State-owned Entity,368.18667548729652000000
2013,Sonatrach,State-owned Entity,367.66724934402322000000
2014,Sonatrach,State-owned Entity,362.32362552589751000000
2015,Sonatrach,State-owned Entity,506.31222212177738000000
2016,Sonatrach,State-owned Entity,406.62890018684322000000
2017,Sonatrach,State-owned Entity,398.05191589361135000000
2018,Sonatrach,State-owned Entity,398.22668565319000000000
2019,Sonatrach,State-owned Entity,554.46930486481364000000
2020,Sonatrach,State-owned Entity,522.66084313975030000000
2021,Sonatrach,State-owned Entity,550.11257471895070000000
2022,Sonatrach,State-owned Entity,578.19779704798251000000
1988,Southwestern Energy,Investor-owned Company,0.93848914784213352000
1989,Southwestern Energy,Investor-owned Company,1.17424210127371747400
1990,Southwestern Energy,Investor-owned Company,1.24006552638424340000
1991,Southwestern Energy,Investor-owned Company,1.52070367805069985000
1992,Southwestern Energy,Investor-owned Company,1.92842541896057531000
1993,Southwestern Energy,Investor-owned Company,2.64046961401782705000
1994,Southwestern Energy,Investor-owned Company,2.82772329601652023000
1995,Southwestern Energy,Investor-owned Company,2.60603860586799645000
1996,Southwestern Energy,Investor-owned Company,2.69250774227030760000
1997,Southwestern Energy,Investor-owned Company,2.73322368284499576000
1998,Southwestern Energy,Investor-owned Company,2.66385662633545290000
1999,Southwestern Energy,Investor-owned Company,2.37347110103198678000
